request_id,department_id,request_date,fiscal_year,loggedTime
16023,2,5/23/2016,2016,4.3
16024,1,5/23/2016,2016,4.8
16025,3,5/23/2016,2016,16.6
16026,1,5/24/2016,2016,4.9
16027,2,5/24/2016,2016,6.1
16028,2,5/24/2016,2016,18.1
16029,2,5/24/2016,2016,6.9
16030,2,5/25/2016,2016,9.5
16031,4,5/25/2016,2016,7.4
16032,6,5/25/2016,2016,1.8
16033,1,5/25/2016,2016,5.6
16034,2,5/26/2016,2016,6.8
16035,2,5/26/2016,2016,3.1
16036,4,5/26/2016,2016,10.4
16037,6,5/26/2016,2016,10.9
16038,4,5/27/2016,2016,16.2
16039,3,5/27/2016,2016,6.4
16040,6,5/27/2016,2016,12
16041,4,5/27/2016,2016,4
16042,6,5/28/2016,2016,6.5
16043,2,5/28/2016,2016,6.8
16044,2,5/28/2016,2016,3.7
16045,2,5/28/2016,2016,9.8
16046,3,5/29/2016,2016,5
16047,6,5/29/2016,2016,28
16048,2,5/29/2016,2016,5.3
16049,5,5/30/2016,2016,9.7
16050,3,5/30/2016,2016,8.1
16051,6,5/30/2016,2016,4.8
16052,2,5/31/2016,2016,6
16053,2,5/31/2016,2016,5.3
16054,3,5/31/2016,2016,9.2
16055,1,5/31/2016,2016,8.2
16056,1,6/1/2016,2016,7.5
16057,5,6/1/2016,2016,8
16058,5,6/1/2016,2016,21.8
16059,2,6/1/2016,2016,3.1
16060,2,6/1/2016,2016,4.3
16061,3,6/2/2016,2016,4.5
16062,6,6/2/2016,2016,8.6
16063,4,6/3/2016,2016,11.6
16064,1,6/3/2016,2016,6.7
16065,2,6/3/2016,2016,6.3
16066,6,6/3/2016,2016,5.1
16067,2,6/4/2016,2016,8
16068,6,6/4/2016,2016,6.5
16069,4,6/4/2016,2016,6.5
16070,6,6/4/2016,2016,3.1
16071,2,6/5/2016,2016,1.9
16072,4,6/5/2016,2016,14.1
16073,2,6/5/2016,2016,11.3
16074,2,6/5/2016,2016,18
16075,4,6/6/2016,2016,2.7
16076,4,6/6/2016,2016,11.2
16077,2,6/6/2016,2016,7.6
16078,4,6/6/2016,2016,6.5
16079,2,6/6/2016,2016,6.1
16080,2,6/7/2016,2016,9.8
16081,4,6/7/2016,2016,3.1
16082,4,6/7/2016,2016,8.5
16083,1,6/8/2016,2016,8
16084,2,6/8/2016,2016,1.9
16085,5,6/8/2016,2016,3.6
16086,4,6/8/2016,2016,6.5
16087,2,6/8/2016,2016,8.4
16088,5,6/9/2016,2016,2.2
16089,4,6/9/2016,2016,8.9
16090,4,6/9/2016,2016,7.2
16091,3,6/9/2016,2016,5.8
16092,3,6/10/2016,2016,9.5
16093,6,6/10/2016,2016,4.9
16094,6,6/10/2016,2016,6.7
16095,6,6/10/2016,2016,21.4
16096,1,6/11/2016,2016,2.8
16097,1,6/11/2016,2016,7.8
16098,6,6/11/2016,2016,5.9
16099,1,6/11/2016,2016,6.5
16100,1,6/12/2016,2016,6.3
16101,1,6/12/2016,2016,2.8
16102,4,6/12/2016,2016,12.1
16103,4,6/12/2016,2016,7.6
16104,6,6/12/2016,2016,6.7
16105,2,6/13/2016,2016,9.2
16106,4,6/13/2016,2016,7.2
16107,1,6/13/2016,2016,8.2
16108,1,6/13/2016,2016,2.8
16109,2,6/14/2016,2016,6.7
16110,3,6/14/2016,2016,9.1
16111,3,6/14/2016,2016,9.5
16112,4,6/14/2016,2016,5.5
16113,2,6/14/2016,2016,4.3
16114,4,6/15/2016,2016,6.1
16115,2,6/15/2016,2016,5.8
16116,2,6/15/2016,2016,2.7
16117,4,6/15/2016,2016,12.3
16118,6,6/15/2016,2016,4.2
16119,1,6/16/2016,2016,7.9
16120,4,6/16/2016,2016,3.1
16121,2,6/16/2016,2016,8.8
16122,1,6/16/2016,2016,2.2
16123,4,6/17/2016,2016,5.1
16124,2,6/17/2016,2016,2.8
16125,2,6/17/2016,2016,2.1
16126,2,6/17/2016,2016,11.5
16127,4,6/17/2016,2016,10.1
16128,1,6/17/2016,2016,6.5
16129,5,6/18/2016,2016,7.8
16130,4,6/18/2016,2016,9.7
16131,4,6/18/2016,2016,5.8
16132,1,6/18/2016,2016,6.5
16133,4,6/18/2016,2016,3.7
16134,1,6/19/2016,2016,4.1
16135,4,6/19/2016,2016,9.5
16136,6,6/19/2016,2016,6.7
16137,2,6/19/2016,2016,5.1
16138,6,6/20/2016,2016,4
16139,4,6/20/2016,2016,4
16140,1,6/20/2016,2016,6.4
16141,2,6/20/2016,2016,5.1
16142,3,6/20/2016,2016,10.4
16143,2,6/20/2016,2016,7.4
16144,4,6/21/2016,2016,7.7
16145,6,6/21/2016,2016,5.2
16146,1,6/21/2016,2016,9.3
16147,3,6/21/2016,2016,6.1
16148,1,6/21/2016,2016,12.8
16149,6,6/22/2016,2016,2.5
16150,2,6/22/2016,2016,1.3
16151,2,6/22/2016,2016,3.4
16152,5,6/22/2016,2016,7.6
16153,2,6/23/2016,2016,7.1
16154,1,6/23/2016,2016,6.5
16155,2,6/23/2016,2016,6.4
16156,6,6/23/2016,2016,1.2
16157,4,6/24/2016,2016,8.8
16158,2,6/24/2016,2016,6.5
16159,2,6/24/2016,2016,3.1
16160,5,6/24/2016,2016,4.6
16161,6,6/25/2016,2016,1.5
16162,2,6/25/2016,2016,8.8
16163,2,6/25/2016,2016,6.6
16164,6,6/25/2016,2016,5.9
16165,6,6/26/2016,2016,13
16166,4,6/26/2016,2016,10.9
16167,2,6/26/2016,2016,10.2
16168,5,6/26/2016,2016,3.5
16169,3,6/27/2016,2016,7.3
16170,4,6/27/2016,2016,6.9
16171,3,6/27/2016,2016,11.5
16172,2,6/27/2016,2016,2.3
16173,6,6/28/2016,2016,3.5
16174,6,6/28/2016,2016,3.4
16175,2,6/28/2016,2016,4.9
16176,1,6/28/2016,2016,7.8
16177,2,6/29/2016,2016,14.6
16178,5,6/29/2016,2016,1.6
16179,1,6/29/2016,2016,2.9
16180,4,6/30/2016,2016,5.2
16181,2,6/30/2016,2016,6.5
16182,2,6/30/2016,2016,3.1
16183,2,6/30/2016,2016,5.5
16184,2,6/30/2016,2016,12.7
16185,6,6/30/2016,2016,1.3
16186,1,7/1/2016,2016,3.1
16187,6,7/1/2016,2016,8.5
16188,4,7/1/2016,2016,4.2
16189,5,7/1/2016,2016,12.9
16190,3,7/1/2016,2016,5.7
16191,6,7/2/2016,2016,7.3
16192,2,7/2/2016,2016,1.7
16193,2,7/2/2016,2016,2.9
16194,1,7/3/2016,2016,7.1
16195,5,7/3/2016,2016,3.4
16196,4,7/3/2016,2016,20.6
16197,2,7/4/2016,2016,12.4
16198,6,7/4/2016,2016,11.4
16199,3,7/4/2016,2016,7.7
16200,4,7/4/2016,2016,2.5
16201,4,7/5/2016,2016,12.1
16202,5,7/5/2016,2016,6
16203,4,7/6/2016,2016,6.5
16204,4,7/6/2016,2016,4.6
16205,3,7/6/2016,2016,20.9
16206,1,7/6/2016,2016,10.1
16207,1,7/7/2016,2016,5.5
16208,2,7/7/2016,2016,1.3
16209,4,7/7/2016,2016,10.8
16210,2,7/8/2016,2016,6.5
16211,6,7/8/2016,2016,4.2
16212,4,7/8/2016,2016,7.1
16213,4,7/9/2016,2016,8.8
16214,4,7/9/2016,2016,5.6
16215,5,7/10/2016,2016,8.3
16216,6,7/10/2016,2016,6.8
16217,4,7/10/2016,2016,6.2
16218,5,7/11/2016,2016,2.6
16219,2,7/11/2016,2016,6.7
16220,4,7/11/2016,2016,2.7
16221,5,7/12/2016,2016,33.8
16222,5,7/12/2016,2016,14.7
16223,3,7/12/2016,2016,4.5
16224,4,7/12/2016,2016,6.4
16225,4,7/13/2016,2016,2.8
16226,6,7/13/2016,2016,5.8
16227,5,7/13/2016,2016,3.3
16228,3,7/13/2016,2016,7.2
16229,2,7/14/2016,2016,4
16230,2,7/14/2016,2016,6
16231,5,7/15/2016,2016,4.7
16232,1,7/15/2016,2016,7
16233,4,7/16/2016,2016,3.9
16234,6,7/16/2016,2016,15.9
16235,2,7/17/2016,2016,2.3
16236,1,7/17/2016,2016,4.1
16237,2,7/17/2016,2016,7.7
16238,3,7/18/2016,2016,4.4
16239,5,7/18/2016,2016,6.5
16240,4,7/18/2016,2016,6.8
16241,2,7/19/2016,2016,4.4
16242,1,7/20/2016,2016,5
16243,1,7/20/2016,2016,19
16244,3,7/20/2016,2016,6.5
16245,2,7/21/2016,2016,7.8
16246,1,7/21/2016,2016,3
16247,1,7/21/2016,2016,5.2
16248,6,7/22/2016,2016,2.3
16249,1,7/22/2016,2016,1.5
16250,2,7/22/2016,2016,6.7
16251,1,7/23/2016,2016,6.1
16252,2,7/23/2016,2016,8
16253,3,7/24/2016,2016,4.2
16254,2,7/24/2016,2016,4.5
16255,1,7/24/2016,2016,8.5
16256,2,7/25/2016,2016,10.3
16257,1,7/26/2016,2016,8.3
16258,2,7/26/2016,2016,4.5
16259,6,7/27/2016,2016,12.6
16260,3,7/27/2016,2016,3.5
16261,1,7/28/2016,2016,6.4
16262,1,7/28/2016,2016,6.5
16263,6,7/29/2016,2016,2.6
16264,5,7/30/2016,2016,7.5
16265,5,7/30/2016,2016,5.5
16266,2,7/31/2016,2016,8.2
16267,1,7/31/2016,2016,7
16268,4,7/31/2016,2016,4.1
16269,2,7/31/2016,2016,3.8
16270,4,8/1/2016,2016,4.9
16271,1,8/2/2016,2016,6.5
16272,6,8/2/2016,2016,13.3
16273,2,8/2/2016,2016,6
16274,6,8/3/2016,2016,3.8
16275,5,8/3/2016,2016,2.9
16276,2,8/4/2016,2016,6.8
16277,2,8/5/2016,2016,1.9
16278,2,8/5/2016,2016,4.8
16279,6,8/5/2016,2016,9.3
16280,1,8/6/2016,2016,1.9
16281,1,8/7/2016,2016,10
16282,2,8/7/2016,2016,3.5
16283,5,8/7/2016,2016,6.5
16284,1,8/8/2016,2016,5.5
16285,2,8/8/2016,2016,9.2
16286,4,8/9/2016,2016,8.8
16287,4,8/10/2016,2016,7
16288,4,8/10/2016,2016,6
16289,1,8/10/2016,2016,3.6
16290,2,8/11/2016,2016,8.3
16291,4,8/11/2016,2016,1.7
16292,5,8/12/2016,2016,14.1
16293,1,8/12/2016,2016,8.4
16294,2,8/12/2016,2016,5.1
16295,1,8/13/2016,2016,6.4
16296,5,8/13/2016,2016,8.8
16297,4,8/13/2016,2016,1.6
16298,1,8/14/2016,2016,12.4
16299,2,8/14/2016,2016,4
16300,6,8/14/2016,2016,8.5
16301,2,8/15/2016,2016,4.6
16302,2,8/15/2016,2016,4.4
16303,2,8/15/2016,2016,8.4
16304,4,8/16/2016,2016,7.4
16305,3,8/16/2016,2016,6.5
16306,5,8/16/2016,2016,2.7
16307,2,8/17/2016,2016,10.4
16308,2,8/17/2016,2016,8.4
16309,4,8/17/2016,2016,5.6
16310,2,8/18/2016,2016,9.2
16311,4,8/18/2016,2016,5.1
16312,6,8/18/2016,2016,5.7
16313,4,8/19/2016,2016,8
16314,2,8/19/2016,2016,5.5
16315,2,8/19/2016,2016,5.6
16316,2,8/20/2016,2016,13
16317,4,8/20/2016,2016,3
16318,6,8/20/2016,2016,1.3
16319,2,8/20/2016,2016,6.9
16320,2,8/21/2016,2016,7.4
16321,2,8/21/2016,2016,15.5
16322,6,8/21/2016,2016,3.6
16323,6,8/22/2016,2016,7.6
16324,1,8/22/2016,2016,6.5
16325,4,8/22/2016,2016,5.1
16326,2,8/23/2016,2016,5.3
16327,2,8/23/2016,2016,6
16328,2,8/23/2016,2016,6.5
16329,6,8/24/2016,2016,10.8
16330,5,8/24/2016,2016,6
16331,2,8/24/2016,2016,10.4
16332,4,8/24/2016,2016,2.2
16333,4,8/25/2016,2016,16.9
16334,1,8/25/2016,2016,22.8
16335,2,8/25/2016,2016,6.1
16336,4,8/26/2016,2016,7.5
16337,1,8/26/2016,2016,3.6
16338,2,8/26/2016,2016,3.9
16339,6,8/27/2016,2016,2.9
16340,2,8/27/2016,2016,5.5
16341,4,8/27/2016,2016,6.9
16342,4,8/27/2016,2016,36.7
16343,2,8/28/2016,2016,9.9
16344,1,8/28/2016,2016,5.8
16345,4,8/28/2016,2016,3.1
16346,2,8/28/2016,2016,12
16347,4,8/29/2016,2016,6.5
16348,6,8/29/2016,2016,10.8
16349,3,8/29/2016,2016,6.3
16350,4,8/29/2016,2016,2.5
16351,2,8/30/2016,2016,12.8
16352,1,8/30/2016,2016,6.5
16353,3,8/30/2016,2016,3.7
16354,5,8/31/2016,2016,15.9
16355,2,8/31/2016,2016,5.9
16356,4,8/31/2016,2016,8.9
16357,6,8/31/2016,2016,2.1
16358,4,9/1/2016,2016,6.9
16359,2,9/1/2016,2016,2.1
16360,1,9/1/2016,2016,23
16361,5,9/2/2016,2016,2
16362,6,9/2/2016,2016,4.6
16363,5,9/2/2016,2016,9.3
16364,1,9/2/2016,2016,11.3
16365,4,9/3/2016,2016,8
16366,4,9/3/2016,2016,6.9
16367,1,9/3/2016,2016,9.5
16368,5,9/4/2016,2016,2
16369,5,9/4/2016,2016,10
16370,2,9/4/2016,2016,6.5
16371,5,9/5/2016,2016,2.2
16372,4,9/5/2016,2016,3
16373,6,9/5/2016,2016,6.1
16374,2,9/5/2016,2016,9.6
16375,5,9/5/2016,2016,6.5
16376,1,9/6/2016,2016,5
16377,4,9/6/2016,2016,9.6
16378,2,9/6/2016,2016,5.7
16379,3,9/6/2016,2016,13
16380,1,9/6/2016,2016,3.6
16381,6,9/7/2016,2016,7.7
16382,2,9/7/2016,2016,12.3
16383,2,9/7/2016,2016,2.4
16384,6,9/7/2016,2016,9.8
16385,6,9/8/2016,2016,10.5
16386,1,9/8/2016,2016,4.7
16387,1,9/8/2016,2016,6.9
16388,2,9/9/2016,2016,10
16389,2,9/9/2016,2016,3.7
16390,2,9/9/2016,2016,12.9
16391,6,9/10/2016,2016,8.6
16392,1,9/10/2016,2016,3.2
16393,4,9/10/2016,2016,2.2
16394,4,9/10/2016,2016,12.1
16395,2,9/11/2016,2016,3.9
16396,6,9/11/2016,2016,2.7
16397,6,9/11/2016,2016,2.8
16398,2,9/11/2016,2016,7.1
16399,2,9/11/2016,2016,4.3
16400,2,9/12/2016,2016,3.3
16401,2,9/12/2016,2016,3.5
16402,2,9/12/2016,2016,4.6
16403,6,9/12/2016,2016,6.5
16404,1,9/13/2016,2016,8.1
16405,1,9/13/2016,2016,5
16406,1,9/14/2016,2016,4.7
16407,2,9/14/2016,2016,3.8
16408,6,9/14/2016,2016,6.6
16409,3,9/14/2016,2016,7
16410,2,9/14/2016,2016,4.4
16411,2,9/15/2016,2016,36
16412,1,9/15/2016,2016,12.9
16413,5,9/15/2016,2016,4.5
16414,2,9/15/2016,2016,9.3
16415,5,9/16/2016,2016,3
16416,1,9/16/2016,2016,5.4
16417,4,9/16/2016,2016,5.2
16418,2,9/16/2016,2016,9.3
16419,5,9/16/2016,2016,6.5
16420,4,9/17/2016,2016,6.3
16421,2,9/17/2016,2016,7.7
16422,2,9/17/2016,2016,2.8
16423,6,9/17/2016,2016,14.1
16424,3,9/17/2016,2016,3.1
16425,4,9/18/2016,2016,10.8
16426,1,9/18/2016,2016,12
16427,5,9/18/2016,2016,1.7
16428,1,9/18/2016,2016,2.1
16429,3,9/19/2016,2016,6.7
16430,2,9/19/2016,2016,8
16431,5,9/19/2016,2016,3.4
16432,1,9/19/2016,2016,7.3
16433,2,9/20/2016,2016,7.2
16434,2,9/20/2016,2016,6.5
16435,1,9/20/2016,2016,6.1
16436,2,9/20/2016,2016,7.9
16437,4,9/21/2016,2016,5.9
16438,6,9/21/2016,2016,6.5
16439,2,9/21/2016,2016,4.1
16440,1,9/21/2016,2016,7
16441,2,9/21/2016,2016,6.5
16442,6,9/22/2016,2016,5.8
16443,1,9/22/2016,2016,12.5
16444,4,9/22/2016,2016,10.4
16445,1,9/23/2016,2016,3.1
16446,2,9/23/2016,2016,2.6
16447,4,9/23/2016,2016,2.5
16448,1,9/23/2016,2016,7
16449,2,9/24/2016,2016,6.3
16450,6,9/24/2016,2016,7.4
16451,2,9/24/2016,2016,11.1
16452,2,9/24/2016,2016,6.7
16453,2,9/25/2016,2016,5.2
16454,2,9/25/2016,2016,29.9
16455,2,9/25/2016,2016,4.3
16456,2,9/25/2016,2016,4.1
16457,4,9/26/2016,2016,8.9
16458,5,9/26/2016,2016,4.9
16459,1,9/26/2016,2016,5
16460,6,9/27/2016,2016,7.9
16461,3,9/27/2016,2016,5.1
16462,1,9/28/2016,2016,11.7
16463,3,9/28/2016,2016,5.5
16464,2,9/28/2016,2016,5.6
16465,2,9/29/2016,2016,3.3
16466,3,9/29/2016,2016,6.1
16467,4,9/29/2016,2016,8.6
16468,2,9/29/2016,2016,13.7
16469,1,9/30/2016,2016,3.9
16470,1,9/30/2016,2016,6.5
16471,4,9/30/2016,2016,4.6
16472,4,10/1/2016,2016,20.9
16473,6,10/1/2016,2016,4.5
16474,3,10/1/2016,2016,2.7
16475,4,10/2/2016,2016,3.2
16476,1,10/2/2016,2016,6.7
16477,2,10/2/2016,2016,7.8
16478,2,10/2/2016,2016,4.7
16479,3,10/2/2016,2016,6.7
16480,4,10/3/2016,2016,2.3
16481,2,10/3/2016,2016,3.4
16482,1,10/3/2016,2016,14.2
16483,2,10/4/2016,2016,6.1
16484,6,10/4/2016,2016,2.3
16485,3,10/4/2016,2016,10.5
16486,2,10/5/2016,2016,9
16487,1,10/5/2016,2016,5.2
16488,6,10/5/2016,2016,11.3
16489,3,10/5/2016,2016,5.2
16490,5,10/6/2016,2016,7.5
16491,2,10/6/2016,2016,5.5
16492,6,10/6/2016,2016,19.5
16493,1,10/7/2016,2016,8.7
16494,2,10/7/2016,2016,4.6
16495,6,10/7/2016,2016,1.8
16496,4,10/7/2016,2016,17.7
16497,2,10/8/2016,2016,7.8
16498,2,10/8/2016,2016,3.9
16499,4,10/8/2016,2016,5.2
16500,3,10/9/2016,2016,8
16501,2,10/9/2016,2016,10.7
16502,2,10/9/2016,2016,5
16503,2,10/10/2016,2016,6.5
16504,2,10/10/2016,2016,8.5
16505,1,10/10/2016,2016,4.1
16506,6,10/11/2016,2016,3.3
16507,1,10/11/2016,2016,8.8
16508,1,10/11/2016,2016,6.5
16509,6,10/12/2016,2016,8.1
16510,4,10/12/2016,2016,3.6
16511,4,10/12/2016,2016,8.5
16512,3,10/12/2016,2016,6.5
16513,6,10/13/2016,2016,5
16514,5,10/13/2016,2016,8.2
16515,4,10/13/2016,2016,4.2
16516,5,10/14/2016,2016,2.1
16517,2,10/14/2016,2016,8.7
16518,4,10/14/2016,2016,6.2
16519,2,10/15/2016,2016,1.8
16520,2,10/15/2016,2016,5.5
16521,4,10/15/2016,2016,7.4
16522,2,10/15/2016,2016,5.6
16523,1,10/16/2016,2016,2.2
16524,6,10/16/2016,2016,13.9
16525,4,10/16/2016,2016,12.7
16526,6,10/17/2016,2016,3.2
16527,4,10/17/2016,2016,31.9
16528,4,10/17/2016,2016,1.7
16529,2,10/18/2016,2016,2.6
16530,1,10/18/2016,2016,9.8
16531,4,10/18/2016,2016,5.8
16532,1,10/19/2016,2016,5.7
16533,1,10/19/2016,2016,8.4
16534,4,10/19/2016,2016,10.4
16535,1,10/20/2016,2016,4
16536,6,10/20/2016,2016,2.2
16537,4,10/20/2016,2016,12.1
16538,4,10/21/2016,2016,4.4
16539,6,10/21/2016,2016,6.5
16540,6,10/22/2016,2016,6.8
16541,4,10/22/2016,2016,4.9
16542,2,10/22/2016,2016,10
16543,4,10/23/2016,2016,3.1
16544,2,10/23/2016,2016,7.6
16545,5,10/23/2016,2016,5.4
16546,2,10/24/2016,2016,4.4
16547,1,10/24/2016,2016,6.5
16548,2,10/25/2016,2016,1.9
16549,6,10/25/2016,2016,6.7
16550,6,10/26/2016,2016,6.5
16551,3,10/26/2016,2016,7.4
16552,2,10/27/2016,2016,10.7
16553,4,10/28/2016,2016,7
16554,6,10/28/2016,2016,6
16555,5,10/29/2016,2016,5.9
16556,3,10/29/2016,2016,7.6
16557,4,10/30/2016,2016,6.5
16558,1,10/30/2016,2016,5
16559,2,10/31/2016,2016,5.3
16560,1,10/31/2016,2016,4.3
16561,2,10/31/2016,2016,7.7
16562,4,11/1/2016,2016,6.5
16563,2,11/1/2016,2016,4.2
16564,2,11/2/2016,2016,22.2
16565,2,11/2/2016,2016,10.8
16566,1,11/2/2016,2016,5.8
16567,3,11/3/2016,2016,6.5
16568,1,11/3/2016,2016,14.2
16569,2,11/4/2016,2016,7.7
16570,6,11/4/2016,2016,6.5
16571,2,11/4/2016,2016,2.7
16572,2,11/5/2016,2016,7
16573,2,11/5/2016,2016,6
16574,1,11/5/2016,2016,17.2
16575,1,11/6/2016,2016,7.6
16576,6,11/7/2016,2016,5.3
16577,2,11/7/2016,2016,8.1
16578,4,11/8/2016,2016,7
16579,1,11/8/2016,2016,5.5
16580,4,11/8/2016,2016,8.8
16581,2,11/8/2016,2016,8.1
16582,2,11/9/2016,2016,4.7
16583,1,11/9/2016,2016,4.6
16584,3,11/9/2016,2016,6.5
16585,5,11/9/2016,2016,6.2
16586,5,11/10/2016,2016,7.9
16587,2,11/11/2016,2016,4.8
16588,6,11/11/2016,2016,8.6
16589,6,11/11/2016,2016,8.9
16590,1,11/11/2016,2016,5.4
16591,1,11/12/2016,2016,4.1
16592,6,11/12/2016,2016,4.3
16593,2,11/12/2016,2016,12
16594,2,11/13/2016,2016,13.5
16595,2,11/13/2016,2016,1.8
16596,6,11/13/2016,2016,3.4
16597,6,11/14/2016,2016,10.9
16598,2,11/14/2016,2016,2.2
16599,2,11/14/2016,2016,1.7
16600,1,11/14/2016,2016,5.1
16601,2,11/15/2016,2016,3.7
16602,1,11/15/2016,2016,5.6
16603,4,11/15/2016,2016,12.1
16604,6,11/16/2016,2016,7.6
16605,6,11/16/2016,2016,15.1
16606,6,11/16/2016,2016,6.6
16607,1,11/17/2016,2016,2.9
16608,5,11/17/2016,2016,6
16609,1,11/17/2016,2016,7.1
16610,1,11/18/2016,2016,14.7
16611,6,11/18/2016,2016,6.3
16612,2,11/18/2016,2016,6.7
16613,2,11/18/2016,2016,1.7
16614,2,11/19/2016,2016,5.9
16615,2,11/19/2016,2016,5.5
16616,2,11/19/2016,2016,5.7
16617,2,11/19/2016,2016,6.5
16618,2,11/20/2016,2016,8.8
16619,2,11/20/2016,2016,3.8
16620,3,11/21/2016,2016,6.5
16621,3,11/21/2016,2016,3.2
16622,4,11/21/2016,2016,9
16623,5,11/21/2016,2016,8.1
16624,6,11/22/2016,2016,48.1
16625,4,11/22/2016,2016,2.8
16626,2,11/23/2016,2016,7.4
16627,5,11/23/2016,2016,3.9
16628,5,11/23/2016,2016,10.8
16629,6,11/23/2016,2016,21.9
16630,4,11/24/2016,2016,6.5
16631,1,11/24/2016,2016,15.5
16632,6,11/24/2016,2016,11.2
16633,4,11/24/2016,2016,12.8
16634,3,11/25/2016,2016,5
16635,5,11/25/2016,2016,10.4
16636,6,11/25/2016,2016,5.6
16637,6,11/26/2016,2016,6.4
16638,4,11/26/2016,2016,5.8
16639,6,11/26/2016,2016,2.8
16640,2,11/26/2016,2016,6.5
16641,2,11/27/2016,2016,11.4
16642,6,11/27/2016,2016,7.1
16643,4,11/27/2016,2016,11.5
16644,2,11/27/2016,2016,6.8
16645,2,11/27/2016,2016,9.2
16646,4,11/28/2016,2016,3.9
16647,2,11/28/2016,2016,5.3
16648,4,11/28/2016,2016,10.9
16649,5,11/29/2016,2016,11.6
16650,1,11/29/2016,2016,6.5
16651,3,11/29/2016,2016,5.9
16652,6,11/30/2016,2016,7
16653,6,11/30/2016,2016,11.9
16654,3,12/1/2016,2016,13.7
16655,1,12/1/2016,2016,4.3
16656,3,12/1/2016,2016,6.5
16657,4,12/1/2016,2016,3.3
16658,5,12/2/2016,2016,5.1
16659,4,12/2/2016,2016,3.7
16660,2,12/2/2016,2016,3.6
16661,3,12/3/2016,2016,1.7
16662,3,12/3/2016,2016,15.5
16663,2,12/3/2016,2016,6.5
16664,2,12/4/2016,2016,6.5
16665,3,12/4/2016,2016,9.1
16666,2,12/4/2016,2016,4.4
16667,4,12/4/2016,2016,2.7
16668,2,12/5/2016,2016,3.7
16669,1,12/5/2016,2016,7.1
16670,2,12/5/2016,2016,4
16671,4,12/5/2016,2016,6.3
16672,4,12/6/2016,2016,2.8
16673,6,12/6/2016,2016,8.2
16674,2,12/6/2016,2016,6.3
16675,4,12/6/2016,2016,3.4
16676,2,12/6/2016,2016,9.7
16677,6,12/7/2016,2016,6.4
16678,1,12/7/2016,2016,1.9
16679,4,12/7/2016,2016,6.6
16680,5,12/7/2016,2016,8.5
16681,4,12/8/2016,2016,5
16682,4,12/8/2016,2016,7.4
16683,2,12/8/2016,2016,4.8
16684,2,12/8/2016,2016,6.1
16685,2,12/8/2016,2016,7.1
16686,6,12/9/2016,2016,5.1
16687,2,12/9/2016,2016,6
16688,1,12/9/2016,2016,1.8
16689,2,12/9/2016,2016,8.2
16690,4,12/10/2016,2016,3.6
16691,2,12/10/2016,2016,6.1
16692,6,12/10/2016,2016,11.4
16693,5,12/11/2016,2016,6.3
16694,4,12/11/2016,2016,8.5
16695,2,12/11/2016,2016,10.1
16696,6,12/11/2016,2016,10
16697,6,12/11/2016,2016,6.7
16698,4,12/12/2016,2016,8.7
16699,5,12/12/2016,2016,9.9
16700,5,12/12/2016,2016,6.7
16701,2,12/12/2016,2016,6.2
16702,1,12/13/2016,2016,4.2
16703,2,12/13/2016,2016,4.7
16704,5,12/13/2016,2016,20.9
16705,1,12/13/2016,2016,7.5
16706,6,12/14/2016,2016,6.7
16707,1,12/14/2016,2016,3.7
16708,1,12/14/2016,2016,6.3
16709,2,12/15/2016,2016,6.1
16710,6,12/15/2016,2016,4.3
16711,2,12/15/2016,2016,8.1
16712,2,12/15/2016,2016,10.8
16713,2,12/15/2016,2016,8.6
16714,4,12/16/2016,2016,10.4
16715,4,12/16/2016,2016,5.4
16716,4,12/16/2016,2016,6.5
16717,3,12/17/2016,2016,6.5
16718,3,12/17/2016,2016,14.1
16719,5,12/17/2016,2016,7.2
16720,2,12/17/2016,2016,6.3
16721,2,12/17/2016,2016,6.5
16722,2,12/17/2016,2016,2.8
16723,4,12/18/2016,2016,3.8
16724,6,12/18/2016,2016,14.2
16725,1,12/18/2016,2016,9.1
16726,1,12/18/2016,2016,7.1
16727,5,12/19/2016,2016,5.6
16728,1,12/19/2016,2016,5.9
16729,2,12/19/2016,2016,5.3
16730,2,12/19/2016,2016,8.8
16731,5,12/19/2016,2016,8
16732,4,12/20/2016,2016,5.3
16733,1,12/20/2016,2016,5.3
16734,2,12/20/2016,2016,8.3
16735,1,12/20/2016,2016,6.5
16736,2,12/21/2016,2016,4.4
16737,2,12/21/2016,2016,2
16738,4,12/21/2016,2016,11.6
16739,6,12/21/2016,2016,8.3
16740,4,12/22/2016,2016,3.2
16741,6,12/22/2016,2016,2.6
16742,2,12/22/2016,2016,7
16743,2,12/22/2016,2016,6.5
16744,6,12/23/2016,2016,3
16745,2,12/23/2016,2016,3.6
16746,4,12/23/2016,2016,15.4
16747,4,12/24/2016,2016,12.4
16748,2,12/24/2016,2016,6.5
16749,2,12/24/2016,2016,14.9
16750,2,12/24/2016,2016,7.8
16751,2,12/24/2016,2016,9.4
16752,4,12/25/2016,2016,3.6
16753,4,12/25/2016,2016,6.5
16754,3,12/25/2016,2016,6.6
16755,2,12/25/2016,2016,15.3
16756,5,12/26/2016,2016,3.2
16757,2,12/26/2016,2016,11.5
16758,2,12/26/2016,2016,4.6
16759,5,12/26/2016,2016,5.4
16760,1,12/27/2016,2016,6.4
16761,4,12/27/2016,2016,6.8
16762,6,12/27/2016,2016,6.6
16763,2,12/28/2016,2016,4.3
16764,4,12/28/2016,2016,4
16765,4,12/28/2016,2016,4
